"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"71","Congress moves to rescind rule requiring big oil to reveal foreign government payments https://t.co/QvvXZsYJdO",FALSE,110,NA,2017-02-03 20:19:29,FALSE,NA,"827612495242211328",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",179,FALSE,FALSE,NA,NA
"72","Donald Trump turns to CEOs to help shape economic, health policy https://t.co/ciU9TDlGtS",FALSE,104,NA,2017-02-03 20:03:51,FALSE,NA,"827608558686593028",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",70,FALSE,FALSE,NA,NA
"73","The Super Bowl’s hottest debate: Will Lady Gaga take a dig at Trump? https://t.co/zXklkeRGHd",FALSE,147,NA,2017-02-03 19:44:04,FALSE,NA,"827603583046647808",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",55,FALSE,FALSE,NA,NA
"74","Universities are checking on international students, faculty after Trump order https://t.co/ayeKlkFpYa",FALSE,114,NA,2017-02-03 19:34:28,FALSE,NA,"827601163910537216",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",108,FALSE,FALSE,NA,NA
"75","What a Dodd-Frank rollback means for companies outside the banking industry https://t.co/vcE4vBQP15",FALSE,79,NA,2017-02-03 19:19:08,FALSE,NA,"827597306497212417",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",96,FALSE,FALSE,NA,NA
"76","Trump signs executive actions setting framework for scaling back Dodd-Frank financial regulation: https://t.co/kntKIAKKpp",FALSE,107,NA,2017-02-03 19:03:54,FALSE,NA,"827593471305191425",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",104,FALSE,FALSE,NA,NA
"77","In Washington’s get-tough stance, Iran’s hard-liners see opportunity https://t.co/2sRfN5D3gc",FALSE,37,NA,2017-02-03 19:00:32,FALSE,NA,"827592624873803776",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",36,FALSE,FALSE,NA,NA
"78","With his debut album, British singer @sampha steps into the spotlight https://t.co/UgMlSqltIm",FALSE,57,NA,2017-02-03 18:30:06,FALSE,NA,"827584967093911552",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",33,FALSE,FALSE,NA,NA
"79","How technology is putting saving and investing within anyone’s grasp https://t.co/XebQJJuNiX by @jasonzweigwsj",FALSE,60,NA,2017-02-03 18:29:05,FALSE,NA,"827584709551087617",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",41,FALSE,FALSE,NA,NA
"80","Investors to Trump: You've got 100 days https://t.co/W7BjVCM5yn via @WSJMoneyBeat",FALSE,64,NA,2017-02-03 18:28:04,FALSE,NA,"827584453199396865",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",65,FALSE,FALSE,NA,NA
"81","Negative-rate economies lose their appetite for foreign bonds https://t.co/CAW6Rdimi8",FALSE,30,NA,2017-02-03 18:14:06,FALSE,NA,"827580939635142656",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",19,FALSE,FALSE,NA,NA
"82","'Africa's youngest billionaire' is actually worth $600,000 https://t.co/m1oiFqNdMI",FALSE,71,NA,2017-02-03 18:03:09,FALSE,NA,"827578183021162496",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",60,FALSE,FALSE,NA,NA
"83","The company of the future will have no employees https://t.co/bueBKMrlRJ https://t.co/QQEYvUy1BZ",FALSE,84,NA,2017-02-03 17:50:55,FALSE,NA,"827575104565628930",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",89,FALSE,FALSE,NA,NA
"84","Mexico keeps gasoline prices unchanged after riots https://t.co/UxwUr1bW0f",FALSE,51,NA,2017-02-03 17:37:09,FALSE,NA,"827571639739105284",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",64,FALSE,FALSE,NA,NA
"85","Spicer SEAL raid story 'B.S.', former Obama security official says https://t.co/i87wKDB1JM",FALSE,111,NA,2017-02-03 17:30:07,FALSE,NA,"827569870623629313",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",109,FALSE,FALSE,NA,NA
