"","Date","Value"
"1",2016-04-15,17897.46
"2",2016-04-14,17926.43
"3",2016-04-13,17908.28
"4",2016-04-12,17721.25
"5",2016-04-11,17556.41
"6",2016-04-08,17576.96
"7",2016-04-07,17541.96
"8",2016-04-06,17716.05
"9",2016-04-05,17603.32
"10",2016-04-04,17737
"11",2016-04-01,17792.75
"12",2016-03-31,17685.09
"13",2016-03-30,17716.66
"14",2016-03-29,17633.11
"15",2016-03-28,17535.39
"16",2016-03-24,17515.73
"17",2016-03-23,17502.59
"18",2016-03-22,17582.57
"19",2016-03-21,17623.87
"20",2016-03-18,17602.3
"21",2016-03-17,17481.49
"22",2016-03-16,17325.76
"23",2016-03-15,17251.53
"24",2016-03-14,17229.13
"25",2016-03-11,17213.31
"26",2016-03-10,16995.13
"27",2016-03-09,17000.36
"28",2016-03-08,16964.1
"29",2016-03-07,17073.95
"30",2016-03-04,17006.77
"31",2016-03-03,16943.9
"32",2016-03-02,16899.32
"33",2016-03-01,16865.08
"34",2016-02-29,16516.5
"35",2016-02-26,16639.97
"36",2016-02-25,16697.29
"37",2016-02-24,16484.99
"38",2016-02-23,16431.78
"39",2016-02-22,16620.66
"40",2016-02-19,16391.99
"41",2016-02-18,16413.43
"42",2016-02-17,16453.83
"43",2016-02-16,16196.41
"44",2016-02-12,15973.84
"45",2016-02-11,15660.18
"46",2016-02-10,15914.74
"47",2016-02-09,16014.38
"48",2016-02-08,16027.05
"49",2016-02-05,16204.97
"50",2016-02-04,16416.58
"51",2016-02-03,16336.66
"52",2016-02-02,16153.54
"53",2016-02-01,16449.18
"54",2016-01-29,16466.3
"55",2016-01-28,16069.64
"56",2016-01-27,15944.46
"57",2016-01-26,16167.23
"58",2016-01-25,15885.22
"59",2016-01-22,16093.51
"60",2016-01-21,15882.68
"61",2016-01-20,15766.74
"62",2016-01-19,16016.02
"63",2016-01-15,15988.08
"64",2016-01-14,16379.05
"65",2016-01-13,16151.41
"66",2016-01-12,16516.22
"67",2016-01-11,16398.57
"68",2016-01-08,16346.45
"69",2016-01-07,16514.1
"70",2016-01-06,16906.51
"71",2016-01-05,17158.66
"72",2016-01-04,17148.94
"73",2015-12-31,17425.03
"74",2015-12-30,17603.87
"75",2015-12-29,17720.98
"76",2015-12-28,17528.27
"77",2015-12-24,17552.17
"78",2015-12-23,17602.61
"79",2015-12-22,17417.27
"80",2015-12-21,17251.62
"81",2015-12-18,17128.55
"82",2015-12-17,17495.84
"83",2015-12-16,17749.09
"84",2015-12-15,17524.91
"85",2015-12-14,17368.5
"86",2015-12-11,17265.21
"87",2015-12-10,17574.75
"88",2015-12-09,17492.3
"89",2015-12-08,17568
"90",2015-12-07,17730.51
"91",2015-12-04,17847.63
"92",2015-12-03,17477.67
"93",2015-12-02,17729.68
"94",2015-12-01,17888.35
"95",2015-11-30,17719.92
"96",2015-11-27,17798.49
"97",2015-11-25,17813.39
"98",2015-11-24,17812.19
"99",2015-11-23,17792.68
"100",2015-11-20,17823.81
"101",2015-11-19,17732.75
"102",2015-11-18,17737.16
"103",2015-11-17,17489.5
"104",2015-11-16,17483.01
"105",2015-11-13,17245.24
"106",2015-11-12,17448.07
"107",2015-11-11,17702.22
"108",2015-11-10,17758.21
"109",2015-11-09,17730.48
"110",2015-11-06,17910.33
"111",2015-11-05,17863.43
"112",2015-11-04,17867.58
"113",2015-11-03,17918.15
"114",2015-11-02,17828.76
"115",2015-10-30,17663.54
"116",2015-10-29,17755.8
"117",2015-10-28,17779.52
"118",2015-10-27,17581.43
"119",2015-10-26,17623.05
"120",2015-10-23,17646.7
"121",2015-10-22,17489.16
"122",2015-10-21,17168.61
"123",2015-10-20,17217.11
"124",2015-10-19,17230.54
"125",2015-10-16,17215.97
"126",2015-10-15,17141.75
"127",2015-10-14,16924.75
"128",2015-10-13,17081.89
"129",2015-10-12,17131.86
"130",2015-10-09,17084.49
"131",2015-10-08,17050.75
"132",2015-10-07,16912.29
"133",2015-10-06,16790.19
"134",2015-10-05,16776.43
"135",2015-10-02,16472.37
"136",2015-10-01,16272.01
"137",2015-09-30,16284.7
"138",2015-09-29,16049.13
"139",2015-09-28,16001.89
"140",2015-09-25,16314.67
"141",2015-09-24,16201.32
"142",2015-09-23,16279.89
"143",2015-09-22,16330.47
"144",2015-09-21,16510.19
"145",2015-09-18,16384.58
"146",2015-09-17,16674.74
"147",2015-09-16,16739.95
"148",2015-09-15,16599.85
"149",2015-09-14,16370.96
"150",2015-09-11,16433.09
"151",2015-09-10,16330.4
"152",2015-09-09,16253.57
"153",2015-09-08,16492.68
"154",2015-09-04,16102.38
"155",2015-09-03,16374.76
"156",2015-09-02,16351.38
"157",2015-09-01,16058.35
"158",2015-08-31,16528.03
"159",2015-08-28,16643.01
"160",2015-08-27,16654.77
"161",2015-08-26,16285.51
"162",2015-08-25,15666.44
"163",2015-08-24,15871.35
"164",2015-08-21,16459.75
"165",2015-08-20,16990.69
"166",2015-08-19,17348.73
"167",2015-08-18,17511.34
"168",2015-08-17,17545.18
"169",2015-08-14,17477.4
"170",2015-08-13,17408.25
"171",2015-08-12,17402.51
"172",2015-08-11,17402.84
"173",2015-08-10,17615.17
"174",2015-08-07,17373.38
"175",2015-08-06,17419.75
"176",2015-08-05,17540.47
"177",2015-08-04,17550.69
"178",2015-08-03,17598.2
"179",2015-07-31,17689.86
"180",2015-07-30,17745.98
"181",2015-07-29,17751.39
"182",2015-07-28,17630.27
"183",2015-07-27,17440.59
"184",2015-07-24,17568.53
"185",2015-07-23,17731.92
"186",2015-07-22,17851.04
"187",2015-07-21,17919.29
"188",2015-07-20,18100.41
"189",2015-07-17,18086.45
"190",2015-07-16,18120.25
"191",2015-07-15,18050.17
"192",2015-07-14,18053.58
"193",2015-07-13,17977.68
"194",2015-07-10,17760.41
"195",2015-07-09,17548.62
"196",2015-07-08,17515.42
"197",2015-07-07,17776.91
"198",2015-07-06,17683.58
"199",2015-07-02,17730.11
"200",2015-07-01,17757.91
"201",2015-06-30,17619.51
"202",2015-06-29,17596.35
"203",2015-06-26,17946.68
"204",2015-06-25,17890.36
"205",2015-06-24,17966.07
"206",2015-06-23,18144.07
"207",2015-06-22,18119.78
"208",2015-06-19,18015.95
"209",2015-06-18,18115.84
"210",2015-06-17,17935.74
"211",2015-06-16,17904.48
"212",2015-06-15,17791.17
"213",2015-06-12,17898.84
"214",2015-06-11,18039.37
"215",2015-06-10,18000.4
"216",2015-06-09,17764.04
"217",2015-06-08,17766.55
"218",2015-06-05,17849.46
"219",2015-06-04,17905.58
"220",2015-06-03,18076.27
"221",2015-06-02,18011.94
"222",2015-06-01,18040.37
"223",2015-05-29,18010.68
"224",2015-05-28,18126.12
"225",2015-05-27,18162.99
"226",2015-05-26,18041.54
"227",2015-05-22,18232.02
"228",2015-05-21,18285.74
"229",2015-05-20,18285.4
"230",2015-05-19,18312.39
"231",2015-05-18,18298.88
"232",2015-05-15,18272.56
"233",2015-05-14,18252.24
"234",2015-05-13,18060.49
"235",2015-05-12,18068.23
"236",2015-05-11,18105.17
"237",2015-05-08,18191.11
"238",2015-05-07,17924.06
"239",2015-05-06,17841.98
"240",2015-05-05,17928.2
"241",2015-05-04,18070.4
"242",2015-05-01,18024.06
"243",2015-04-30,17840.52
"244",2015-04-29,18035.53
"245",2015-04-28,18110.14
"246",2015-04-27,18037.97
"247",2015-04-24,18080.14
"248",2015-04-23,18058.69
"249",2015-04-22,18038.27
"250",2015-04-21,17949.59
"251",2015-04-20,18034.93
"252",2015-04-17,17826.3
"253",2015-04-16,18105.77
"254",2015-04-15,18112.61
"255",2015-04-14,18036.7
"256",2015-04-13,17977.04
"257",2015-04-10,18057.65
"258",2015-04-09,17958.73
"259",2015-04-08,17902.51
"260",2015-04-07,17875.42
"261",2015-04-06,17880.85
"262",2015-04-02,17763.24
"263",2015-04-01,17698.18
"264",2015-03-31,17776.12
"265",2015-03-30,17976.31
"266",2015-03-27,17712.66
"267",2015-03-26,17678.23
"268",2015-03-25,17718.54
"269",2015-03-24,18011.14
"270",2015-03-23,18116.04
"271",2015-03-20,18127.65
"272",2015-03-19,17959.03
"273",2015-03-18,18076.19
"274",2015-03-17,17849.08
"275",2015-03-16,17977.42
"276",2015-03-13,17749.31
"277",2015-03-12,17895.22
"278",2015-03-11,17635.39
"279",2015-03-10,17662.94
"280",2015-03-09,17995.72
"281",2015-03-06,17856.78
"282",2015-03-05,18135.72
"283",2015-03-04,18096.9
"284",2015-03-03,18203.37
"285",2015-03-02,18288.63
"286",2015-02-27,18132.7
"287",2015-02-26,18214.42
"288",2015-02-25,18224.57
"289",2015-02-24,18209.19
"290",2015-02-23,18116.84
"291",2015-02-20,18140.44
"292",2015-02-19,17985.77
"293",2015-02-18,18029.85
"294",2015-02-17,18047.58
"295",2015-02-13,18019.35
"296",2015-02-12,17972.38
"297",2015-02-11,17862.14
"298",2015-02-10,17868.76
"299",2015-02-09,17729.21
"300",2015-02-06,17824.29
"301",2015-02-05,17884.88
"302",2015-02-04,17673.02
"303",2015-02-03,17666.4
"304",2015-02-02,17361.04
"305",2015-01-30,17164.95
"306",2015-01-29,17416.85
"307",2015-01-28,17191.37
"308",2015-01-27,17387.21
"309",2015-01-26,17678.7
"310",2015-01-23,17672.6
"311",2015-01-22,17813.98
"312",2015-01-21,17554.28
"313",2015-01-20,17515.23
"314",2015-01-16,17511.57
"315",2015-01-15,17320.71
"316",2015-01-14,17427.09
"317",2015-01-13,17613.68
"318",2015-01-12,17640.84
"319",2015-01-09,17737.37
"320",2015-01-08,17907.87
"321",2015-01-07,17584.52
"322",2015-01-06,17371.64
"323",2015-01-05,17501.65
"324",2015-01-02,17832.99
"325",2014-12-31,17823.07
"326",2014-12-30,17983.07
"327",2014-12-29,18038.23
"328",2014-12-26,18053.71
"329",2014-12-24,18030.21
"330",2014-12-23,18024.17
"331",2014-12-22,17959.44
"332",2014-12-19,17804.8
"333",2014-12-18,17778.15
"334",2014-12-17,17356.87
"335",2014-12-16,17068.87
"336",2014-12-15,17180.84
"337",2014-12-12,17280.83
"338",2014-12-11,17596.34
"339",2014-12-10,17533.15
"340",2014-12-09,17801.2
"341",2014-12-08,17852.48
"342",2014-12-05,17958.79
"343",2014-12-04,17900.1
"344",2014-12-03,17912.62
"345",2014-12-02,17879.55
"346",2014-12-01,17776.8
"347",2014-11-28,17828.24
"348",2014-11-26,17827.75
"349",2014-11-25,17814.94
"350",2014-11-24,17817.9
"351",2014-11-21,17810.06
"352",2014-11-20,17719
"353",2014-11-19,17685.73
"354",2014-11-18,17687.82
"355",2014-11-17,17647.75
"356",2014-11-14,17634.74
"357",2014-11-13,17652.79
"358",2014-11-12,17612.2
"359",2014-11-11,17614.9
"360",2014-11-10,17613.74
"361",2014-11-07,17573.93
"362",2014-11-06,17554.47
"363",2014-11-05,17484.53
"364",2014-11-04,17383.84
"365",2014-11-03,17366.24
"366",2014-10-31,17390.52
"367",2014-10-30,17195.42
"368",2014-10-29,16974.31
"369",2014-10-28,17005.75
"370",2014-10-27,16817.94
"371",2014-10-24,16805.41
"372",2014-10-23,16677.9
"373",2014-10-22,16461.32
"374",2014-10-21,16614.81
"375",2014-10-20,16399.67
"376",2014-10-17,16380.41
"377",2014-10-16,16117.24
"378",2014-10-15,16141.74
"379",2014-10-14,16315.19
"380",2014-10-13,16321.07
"381",2014-10-10,16544.1
"382",2014-10-09,16659.25
"383",2014-10-08,16994.22
"384",2014-10-07,16719.39
"385",2014-10-06,16991.91
"386",2014-10-03,17009.69
"387",2014-10-02,16801.05
"388",2014-10-01,16804.71
"389",2014-09-30,17042.9
"390",2014-09-29,17071.22
"391",2014-09-26,17113.15
"392",2014-09-25,16945.8
"393",2014-09-24,17210.06
"394",2014-09-23,17055.87
"395",2014-09-22,17172.68
"396",2014-09-19,17279.74
"397",2014-09-18,17265.99
"398",2014-09-17,17156.85
"399",2014-09-16,17131.97
"400",2014-09-15,17031.14
"401",2014-09-12,16987.51
"402",2014-09-11,17049
"403",2014-09-10,17068.71
"404",2014-09-09,17013.87
"405",2014-09-08,17111.42
"406",2014-09-05,17137.36
"407",2014-09-04,17069.58
"408",2014-09-03,17078.28
"409",2014-09-02,17067.56
"410",2014-08-29,17098.45
"411",2014-08-28,17079.57
"412",2014-08-27,17122.01
"413",2014-08-26,17106.7
"414",2014-08-25,17076.87
"415",2014-08-22,17001.22
"416",2014-08-21,17039.49
"417",2014-08-20,16979.13
"418",2014-08-19,16919.59
"419",2014-08-18,16838.74
"420",2014-08-15,16662.91
"421",2014-08-14,16713.58
"422",2014-08-13,16651.8
"423",2014-08-12,16560.54
"424",2014-08-11,16569.98
"425",2014-08-08,16553.93
"426",2014-08-07,16368.27
"427",2014-08-06,16443.34
"428",2014-08-05,16429.47
"429",2014-08-04,16569.28
"430",2014-08-01,16493.37
"431",2014-07-31,16563.3
"432",2014-07-30,16880.36
"433",2014-07-29,16912.11
"434",2014-07-28,16982.59
"435",2014-07-25,16960.57
"436",2014-07-24,17083.8
"437",2014-07-23,17086.63
"438",2014-07-22,17113.54
"439",2014-07-21,17051.73
"440",2014-07-18,17100.18
"441",2014-07-17,16976.81
"442",2014-07-16,17138.2
"443",2014-07-15,17060.68
"444",2014-07-14,17055.42
"445",2014-07-11,16943.81
"446",2014-07-10,16915.07
"447",2014-07-09,16985.61
"448",2014-07-08,16906.62
"449",2014-07-07,17024.21
"450",2014-07-03,17068.26
"451",2014-07-02,16976.24
"452",2014-07-01,16956.07
"453",2014-06-30,16826.6
"454",2014-06-27,16851.84
"455",2014-06-26,16846.13
"456",2014-06-25,16867.51
"457",2014-06-24,16818.13
"458",2014-06-23,16937.26
"459",2014-06-20,16947.08
"460",2014-06-19,16921.46
"461",2014-06-18,16906.62
"462",2014-06-17,16808.49
"463",2014-06-16,16781.01
"464",2014-06-13,16775.74
"465",2014-06-12,16734.19
"466",2014-06-11,16843.88
"467",2014-06-10,16945.92
"468",2014-06-09,16943.1
"469",2014-06-06,16924.28
"470",2014-06-05,16836.11
"471",2014-06-04,16737.53
"472",2014-06-03,16722.34
"473",2014-06-02,16743.63
"474",2014-05-30,16717.17
"475",2014-05-29,16698.74
"476",2014-05-28,16633.18
"477",2014-05-27,16675.5
"478",2014-05-23,16606.27
"479",2014-05-22,16543.08
"480",2014-05-21,16533.06
"481",2014-05-20,16374.31
"482",2014-05-19,16511.86
"483",2014-05-16,16491.31
"484",2014-05-15,16446.81
"485",2014-05-14,16613.97
"486",2014-05-13,16715.44
"487",2014-05-12,16695.47
"488",2014-05-09,16583.34
"489",2014-05-08,16550.97
"490",2014-05-07,16518.54
"491",2014-05-06,16401.02
"492",2014-05-05,16530.55
"493",2014-05-02,16512.89
"494",2014-05-01,16558.87
"495",2014-04-30,16580.84
"496",2014-04-29,16535.37
"497",2014-04-28,16448.74
"498",2014-04-25,16361.46
"499",2014-04-24,16501.65
"500",2014-04-23,16501.65
"501",2014-04-22,16514.37
"502",2014-04-21,16449.25
"503",2014-04-17,16408.54
"504",2014-04-16,16424.85
"505",2014-04-15,16262.56
"506",2014-04-14,16173.24
"507",2014-04-11,16026.75
"508",2014-04-10,16170.22
"509",2014-04-09,16437.18
"510",2014-04-08,16256.14
"511",2014-04-07,16245.87
"512",2014-04-04,16412.71
"513",2014-04-03,16572.55
"514",2014-04-02,16573
"515",2014-04-01,16532.61
"516",2014-03-31,16457.66
"517",2014-03-28,16323.06
"518",2014-03-27,16264.23
"519",2014-03-26,16268.99
"520",2014-03-25,16367.88
"521",2014-03-24,16276.69
"522",2014-03-21,16302.77
"523",2014-03-20,16331.05
"524",2014-03-19,16222.17
"525",2014-03-18,16336.19
"526",2014-03-17,16247.22
"527",2014-03-14,16065.67
"528",2014-03-13,16108.89
"529",2014-03-12,16340.08
"530",2014-03-11,16351.25
"531",2014-03-10,16418.68
"532",2014-03-07,16452.72
"533",2014-03-06,16421.89
"534",2014-03-05,16360.18
"535",2014-03-04,16395.88
"536",2014-03-03,16168.03
"537",2014-02-28,16321.71
"538",2014-02-27,16272.65
"539",2014-02-26,16198.41
"540",2014-02-25,16179.66
"541",2014-02-24,16207.14
"542",2014-02-21,16103.3
"543",2014-02-20,16133.23
"544",2014-02-19,16040.56
"545",2014-02-18,16130.4
"546",2014-02-14,16154.39
"547",2014-02-13,16027.59
"548",2014-02-12,15963.94
"549",2014-02-11,15994.77
"550",2014-02-10,15801.79
"551",2014-02-07,15794.08
"552",2014-02-06,15628.53
"553",2014-02-05,15440.23
"554",2014-02-04,15445.24
"555",2014-02-03,15372.8
"556",2014-01-31,15698.85
"557",2014-01-30,15848.61
"558",2014-01-29,15738.79
"559",2014-01-28,15928.56
"560",2014-01-27,15837.88
"561",2014-01-24,15879.11
"562",2014-01-23,16197.35
"563",2014-01-22,16373.34
"564",2014-01-21,16414.44
"565",2014-01-17,16458.56
"566",2014-01-16,16417.01
"567",2014-01-15,16481.94
"568",2014-01-14,16373.86
"569",2014-01-13,16257.94
"570",2014-01-10,16437.05
"571",2014-01-09,16444.76
"572",2014-01-08,16462.74
"573",2014-01-07,16530.94
"574",2014-01-06,16425.1
"575",2014-01-03,16469.99
"576",2014-01-02,16441.35
"577",2013-12-31,16576.66
"578",2013-12-30,16504.29
"579",2013-12-27,16478.41
"580",2013-12-26,16479.88
"581",2013-12-24,16357.55
"582",2013-12-23,16294.61
"583",2013-12-20,16221.14
"584",2013-12-19,16179.08
"585",2013-12-18,16167.97
"586",2013-12-17,15875.26
"587",2013-12-16,15884.57
"588",2013-12-13,15755.36
"589",2013-12-12,15739.43
"590",2013-12-11,15843.53
"591",2013-12-10,15973.13
"592",2013-12-09,16025.53
"593",2013-12-06,16020.2
"594",2013-12-05,15821.51
"595",2013-12-04,15889.77
"596",2013-12-03,15914.62
"597",2013-12-02,16008.77
"598",2013-11-29,16086.41
"599",2013-11-27,16097.33
"600",2013-11-26,16072.8
"601",2013-11-25,16072.54
"602",2013-11-22,16064.77
"603",2013-11-21,16009.99
"604",2013-11-20,15900.82
"605",2013-11-19,15967.03
"606",2013-11-18,15976.02
"607",2013-11-15,15961.7
"608",2013-11-14,15876.22
"609",2013-11-13,15821.63
"610",2013-11-12,15750.67
"611",2013-11-11,15783.1
"612",2013-11-08,15761.78
"613",2013-11-07,15593.98
"614",2013-11-06,15746.88
"615",2013-11-05,15618.22
"616",2013-11-04,15639.12
"617",2013-11-01,15615.55
"618",2013-10-31,15545.75
"619",2013-10-30,15618.76
"620",2013-10-29,15680.35
"621",2013-10-28,15568.93
"622",2013-10-25,15570.28
"623",2013-10-24,15509.21
"624",2013-10-23,15413.33
"625",2013-10-22,15467.66
"626",2013-10-21,15392.2
"627",2013-10-18,15399.65
"628",2013-10-17,15371.65
"629",2013-10-16,15373.83
"630",2013-10-15,15168.01
"631",2013-10-14,15301.26
"632",2013-10-11,15237.11
"633",2013-10-10,15126.07
"634",2013-10-09,14802.98
"635",2013-10-08,14776.53
"636",2013-10-07,14936.24
"637",2013-10-04,15072.58
"638",2013-10-03,14996.48
"639",2013-10-02,15133.14
"640",2013-10-01,15191.7
"641",2013-09-30,15129.67
"642",2013-09-27,15258.24
"643",2013-09-26,15328.3
"644",2013-09-25,15273.26
"645",2013-09-24,15334.59
"646",2013-09-23,15401.38
"647",2013-09-20,15451.09
"648",2013-09-19,15636.55
"649",2013-09-18,15676.94
"650",2013-09-17,15529.73
"651",2013-09-16,15494.78
"652",2013-09-13,15376.06
"653",2013-09-12,15300.64
"654",2013-09-11,15326.6
"655",2013-09-10,15191.06
"656",2013-09-09,15063.12
"657",2013-09-06,14922.5
"658",2013-09-05,14937.48
"659",2013-09-04,14930.87
"660",2013-09-03,14833.96
"661",2013-08-30,14810.31
"662",2013-08-29,14840.95
"663",2013-08-28,14824.51
"664",2013-08-27,14776.13
"665",2013-08-26,14946.46
"666",2013-08-23,15010.51
"667",2013-08-22,14963.74
"668",2013-08-21,14897.55
"669",2013-08-20,15002.99
"670",2013-08-19,15010.74
"671",2013-08-16,15081.47
"672",2013-08-15,15112.19
"673",2013-08-14,15337.66
"674",2013-08-13,15451.01
"675",2013-08-12,15419.68
"676",2013-08-09,15425.51
"677",2013-08-08,15498.32
"678",2013-08-07,15470.67
"679",2013-08-06,15518.74
"680",2013-08-05,15612.13
"681",2013-08-02,15658.36
"682",2013-08-01,15628.02
"683",2013-07-31,15499.54
"684",2013-07-30,15520.59
"685",2013-07-29,15521.97
"686",2013-07-26,15558.83
"687",2013-07-25,15555.61
"688",2013-07-24,15542.24
"689",2013-07-23,15567.74
"690",2013-07-22,15545.55
"691",2013-07-19,15543.74
"692",2013-07-18,15548.54
"693",2013-07-17,15470.52
"694",2013-07-16,15451.85
"695",2013-07-15,15484.26
"696",2013-07-12,15464.3
"697",2013-07-11,15460.92
"698",2013-07-10,15291.66
"699",2013-07-09,15300.34
"700",2013-07-08,15224.69
"701",2013-07-05,15135.84
"702",2013-07-03,14988.55
"703",2013-07-02,14932.41
"704",2013-07-01,14974.96
"705",2013-06-28,14909.6
"706",2013-06-27,15024.49
"707",2013-06-26,14910.14
"708",2013-06-25,14760.31
"709",2013-06-24,14659.56
"710",2013-06-21,14799.4
"711",2013-06-20,14758.32
"712",2013-06-19,15112.19
"713",2013-06-18,15318.23
"714",2013-06-17,15179.85
"715",2013-06-14,15070.18
"716",2013-06-13,15176.08
"717",2013-06-12,14995.23
"718",2013-06-11,15122.02
"719",2013-06-10,15238.59
"720",2013-06-07,15248.12
"721",2013-06-06,15040.62
"722",2013-06-05,14960.59
"723",2013-06-04,15177.54
"724",2013-06-03,15254.03
"725",2013-05-31,15115.57
"726",2013-05-30,15324.53
"727",2013-05-29,15302.8
"728",2013-05-28,15409.39
"729",2013-05-24,15303.1
"730",2013-05-23,15294.5
"731",2013-05-22,15307.17
"732",2013-05-21,15387.58
"733",2013-05-20,15335.28
"734",2013-05-17,15354.4
"735",2013-05-16,15233.22
"736",2013-05-15,15275.69
"737",2013-05-14,15215.25
"738",2013-05-13,15091.68
"739",2013-05-10,15118.49
"740",2013-05-09,15082.62
"741",2013-05-08,15105.12
"742",2013-05-07,15056.2
"743",2013-05-06,14968.89
"744",2013-05-03,14973.96
"745",2013-05-02,14831.58
"746",2013-05-01,14700.95
"747",2013-04-30,14839.8
"748",2013-04-29,14818.75
"749",2013-04-26,14712.55
"750",2013-04-25,14700.8
"751",2013-04-24,14676.3
"752",2013-04-23,14719.46
"753",2013-04-22,14567.17
"754",2013-04-19,14547.51
"755",2013-04-18,14537.14
"756",2013-04-17,14618.59
"757",2013-04-16,14756.78
"758",2013-04-15,14599.2
"759",2013-04-12,14865.06
"760",2013-04-11,14865.14
"761",2013-04-10,14802.24
"762",2013-04-09,14673.46
"763",2013-04-08,14613.48
"764",2013-04-05,14565.25
"765",2013-04-04,14606.11
"766",2013-04-03,14550.35
"767",2013-04-02,14662.01
"768",2013-04-01,14572.85
"769",2013-03-28,14578.54
"770",2013-03-27,14526.16
"771",2013-03-26,14559.65
"772",2013-03-25,14447.75
"773",2013-03-22,14512.03
"774",2013-03-21,14421.49
"775",2013-03-20,14511.73
"776",2013-03-19,14455.82
"777",2013-03-18,14452.06
"778",2013-03-15,14514.11
"779",2013-03-14,14539.14
"780",2013-03-13,14455.28
"781",2013-03-12,14450.06
"782",2013-03-11,14447.29
"783",2013-03-08,14397.07
"784",2013-03-07,14329.49
"785",2013-03-06,14296.24
"786",2013-03-05,14253.77
"787",2013-03-04,14127.82
"788",2013-03-01,14089.66
"789",2013-02-28,14054.49
"790",2013-02-27,14075.37
"791",2013-02-26,13900.13
"792",2013-02-25,13784.17
"793",2013-02-22,14000.57
"794",2013-02-21,13880.62
"795",2013-02-20,13927.54
"796",2013-02-19,14035.67
"797",2013-02-15,13981.76
"798",2013-02-14,13973.39
"799",2013-02-13,13982.91
"800",2013-02-12,14018.7
"801",2013-02-11,13971.24
"802",2013-02-08,13992.97
"803",2013-02-07,13944.05
"804",2013-02-06,13986.52
"805",2013-02-05,13979.3
"806",2013-02-04,13880.08
"807",2013-02-01,14009.79
"808",2013-01-31,13860.58
"809",2013-01-30,13910.42
"810",2013-01-29,13954.42
"811",2013-01-28,13881.93
"812",2013-01-25,13895.98
"813",2013-01-24,13825.33
"814",2013-01-23,13779.33
"815",2013-01-22,13712.21
"816",2013-01-18,13649.7
"817",2013-01-17,13596.02
"818",2013-01-16,13511.23
"819",2013-01-15,13534.89
"820",2013-01-14,13507.32
"821",2013-01-11,13488.43
"822",2013-01-10,13471.22
"823",2013-01-09,13390.51
"824",2013-01-08,13328.85
"825",2013-01-07,13384.29
"826",2013-01-04,13435.21
"827",2013-01-03,13391.36
"828",2013-01-02,13412.55
"829",2012-12-31,13104.14
"830",2012-12-28,12938.11
"831",2012-12-27,13096.31
"832",2012-12-26,13114.59
"833",2012-12-24,13139.08
"834",2012-12-21,13190.84
"835",2012-12-20,13311.72
"836",2012-12-19,13251.97
"837",2012-12-18,13350.96
"838",2012-12-17,13235.39
"839",2012-12-14,13135.01
"840",2012-12-13,13170.72
"841",2012-12-12,13245.45
"842",2012-12-11,13248.44
"843",2012-12-10,13169.88
"844",2012-12-07,13155.13
"845",2012-12-06,13074.04
"846",2012-12-05,13034.49
"847",2012-12-04,12951.78
"848",2012-12-03,12965.6
"849",2012-11-30,13025.58
"850",2012-11-29,13021.82
"851",2012-11-28,12985.11
"852",2012-11-27,12878.13
"853",2012-11-26,12967.37
"854",2012-11-23,13009.68
"855",2012-11-21,12836.89
"856",2012-11-20,12788.51
"857",2012-11-19,12795.96
"858",2012-11-16,12588.31
"859",2012-11-15,12542.38
"860",2012-11-14,12570.95
"861",2012-11-13,12756.18
"862",2012-11-12,12815.08
"863",2012-11-09,12815.39
"864",2012-11-08,12811.32
"865",2012-11-07,12932.73
"866",2012-11-06,13245.68
"867",2012-11-05,13112.44
"868",2012-11-02,13093.16
"869",2012-11-01,13232.62
"870",2012-10-31,13096.46
"871",2012-10-26,13107.21
"872",2012-10-25,13103.68
"873",2012-10-24,13077.34
"874",2012-10-23,13102.53
"875",2012-10-22,13345.89
"876",2012-10-19,13343.51
"877",2012-10-18,13548.94
"878",2012-10-17,13557
"879",2012-10-16,13551.78
"880",2012-10-15,13424.23
"881",2012-10-12,13328.85
"882",2012-10-11,13326.39
"883",2012-10-10,13344.97
"884",2012-10-09,13473.53
"885",2012-10-08,13583.65
"886",2012-10-05,13610.15
"887",2012-10-04,13575.36
"888",2012-10-03,13494.61
"889",2012-10-02,13482.36
"890",2012-10-01,13515.11
"891",2012-09-28,13437.13
"892",2012-09-27,13485.97
"893",2012-09-26,13413.51
"894",2012-09-25,13457.55
"895",2012-09-24,13558.92
"896",2012-09-21,13579.47
"897",2012-09-20,13596.93
"898",2012-09-19,13577.96
"899",2012-09-18,13564.64
"900",2012-09-17,13553.1
"901",2012-09-14,13593.37
"902",2012-09-13,13539.86
"903",2012-09-12,13333.35
"904",2012-09-11,13323.36
"905",2012-09-10,13254.29
"906",2012-09-07,13306.64
"907",2012-09-06,13292
"908",2012-09-05,13047.48
"909",2012-09-04,13035.94
"910",2012-08-31,13090.84
"911",2012-08-30,13000.71
"912",2012-08-29,13107.48
"913",2012-08-28,13102.99
"914",2012-08-27,13124.67
"915",2012-08-24,13157.97
"916",2012-08-23,13057.46
"917",2012-08-22,13172.76
"918",2012-08-21,13203.58
"919",2012-08-20,13271.64
"920",2012-08-17,13275.2
"921",2012-08-16,13250.11
"922",2012-08-15,13164.78
"923",2012-08-14,13172.14
"924",2012-08-13,13169.43
"925",2012-08-10,13207.95
"926",2012-08-09,13165.19
"927",2012-08-08,13175.64
"928",2012-08-07,13168.6
"929",2012-08-06,13117.51
"930",2012-08-03,13096.17
"931",2012-08-02,12878.88
"932",2012-08-01,12971.06
"933",2012-07-31,13008.68
